,comment_text
417,"Es ist absolut unerheblich ob George Floyd vorbestraft war. Chauvin ist viel zu weit gegangen. 22,5 Jahre ist nicht ganz das, was er verdient hat, aber wenigstens war es kein Freispruch."
418,Besser als nix. Als Ex-Cop wird das für ihn im Gefängnis sicher kein Spaziergang.
419,"Ja mag sein, dass der Polizist aus subjektiver Meinung einiger (auch meiner) zu einer höheren oder gar lebenslangen Strafe hätte verurteilt werden können/sollen/ müssen. Aber angesichts der jeweiligen Forderung von Verteidigung und Staatsanwaltsch aft ist das ein zufriedenstelle ndes Urteil."
420,"Ich möchte auch aus George Floyd keinen Heiligen machen, aber er hat sich bedankt, als sie ihn wieder aus dem Auto rausgeholt haben und auf den Boden gelegt haben! Das ist so traurig! Den er hat weder um sich geschlagen noch war er für die Polizisten eine Gefahr!  Ich frag mich immer noch, welchen Film Derek Chauvin da geschoben hat! Was ging in dessen Kopf vor? Keinen Respekt vor dem Leben - nicht mal sein Knie weggenommen, als EMS da war und den Puls gecheckt hat!! Ich verstehe es bis heute nicht! Machtmissbrauch bis zum Mond und noch weiter!  Was seine kryptische Aussage am Ende seines MiniStatements zu bedeutet hatte: es wird bald was rauskommen, vielleicht bringt es euch Frieden? Vielleicht plant er, sich das Leben zu nehmen?! War auf jeden Fall mein Gedanke dazu!"
421,Als Cop im Knast wird das Leben gefährlich ! Das erledigt sich von selbst !!
422,Viel zu lasches Urteil.
423,In 15 Jahren ist er wieder raus laut CNN. 2 laufende Verfahren stehen noch aus. Hoffentlich bekommt er auch da eine angemessene Strafe. Das einzig Gute an dem Urteil ist das ab sofort jeder Polizist dort weiss das nun keiner mehr mit einem Klaps auf die Hand davon kommt.
424,30 Jahre Haft Respekt nicht wie sonst 2 oder 10 Jahre Haft in ruhe in Frieden an die Verstorbenen und für die verletzenden gute Genesung
425,In Deutschland wäre er nach 10 Jahren wieder raus gekommen
426,"Ich sehe das jeder der seinen Freudentanz über das Urteil schon abgehalten hat,im wirklichen Leben ein Bückling und ach so lieber Gutmensch ist. Die Strafe ist für mich unangemessen,we il schlimmere Verbrechen teilweise milder beurteilt werden. Dieses Urteil ist nur wegen den BLM so ausgefallen um keine weitere Unruhen aufzurufen. Wie wäre es ausgefallen ,wäre der Polizist ein Afroamerikaner gewesen ? Der Polizist tut mir leid !!! Und für die ganz blöden...das hat nichts mit Rassismus zu tun ,sondern mit Menschlichkeit."
427,"Wenn bei den nächsten Wahlen Trump gewählt wird, könnte es auch zu einer Begnadigung kommen. 🙈 Die Haftstrafe ist gerecht, nach 22,5 Jahren ist sein Leben gelebt und er hatte genug Zeit zum Nachdenken. Auch als abschreckendes Beispiel wird dieses Urteil dienen."
428,Für amerikanische Verhältnisse ein eigentlich mildes Urteil oder?
429,"Gut so. Das war das Schlimmste, was je in der Presse gezeigt wurde. Wiederlicher Mord"
430,Todes Strafe wäre gerecht gewesen...
431,Eine Bewährungsstraf e hätte vollkommen gereicht.
432,"Ein Tornado, bei dem Autos durch die Luft fliegen - das kennt man aus Amerika, nicht aus Europa. Müssen wir uns darauf einstellen, dass auch in Europa solche Unwetter zunehmen? https://kurz.zdf.de/7YK/"
433,"In Tschechien hat ein Tornado mindestens fünf Menschen in den Tod gerissen - rund 200 wurden verletzt. Ein Politiker spricht von der ""Hölle auf Erden"". ""Es sieht aus wie in einem Kriegsgebiet - das ist wirklich erschütternd"", so ZDF-Korrespondentin Britta Hilpert. https://kurz.zdf.de/iLp/"
434,"Das ist die Zukunft. Sollten wir uns dran gewöhnen, wenn wir weiter Klimawandelignorierer wählen."
435,"Guuuut ZDF,....schnell mal andere Nachrichten hinterherschiessen. Ablenkung hilft, gell"
436,Hoffentlich ist das nicht der Anfang von mehr
437,Krass 😳
438,Aber es gibt ja keinen Klimawandel
439,😱😱😱
440,"Tut mir leid für Tschechien. Gehört Tschechien auch zu den Ländern, deren Regierung der Klimawandel nicht interessiert?"
441,"Lustig, erst seit einem Jahr tickt das Wetter so aus, gleich nachdem medial ""Klima"" ins Visier genommen wurde. So ruckartig passiert das nicht. Da wird nachgeholfen. China ist schon sehr lange Weltmeister bei der Wettermanipulation. Und nun wollen andere Gott spielen"
442,Kleiner Reminder: Auch für unsere Lives gilt unsere Netiquette. Beleidigungen und Hassrede haben hier keinen Platz! Mehr dazu erfahren Sie hier: https:// kurz.zdf.de/ MQ6M/
443,"Hallo Viola Rebentisch, danke für Ihren konstruktiven Kommentar - das wünschen wir den Verletzten und Angehörigen auch!"
444,"Liebe Community, solange keine weiteren Informationen bekannt sind, bitten wir Sie von Spekulationen abzusehen. Bitte bleiben Sie sachlich und konstruktiv und halten Sie sich an unsere Netiquette: https:// www.zdf.de/ service-und-hilf e/ netiquette-104.h tml"
445,Bei einem Vorfall in der Würzburger Innenstadt sind nach Angaben der Polizei mehrere Menschen verletzt und getötet worden. Der mutmaßliche Täter sei nach Polizeiangaben überwältigt und festgenommen worden. Was wir bereits wissen: https:// www.zdf.de/ nachrichten/ panorama/ verletzte-wuerzb urg-polizeieins atz-100.html
446,Der Hintergrund: Ein Mann hat in Würzburg scheinbar wahllos Passanten attackiert und mehrere Menschen getötet. Nach Polizeiangaben vom Freitag wurden zudem weitere Menschen verletzt. Mit genauen Informationen hielten sich die Ermittler zunächst zurück. Die Hintergründe der Attacke mitten in der Innenstadt waren zunächst unklar. Ein Großteil des Gebietes wurde am Nachmittag abgeriegelt.
447,"Herzlich willkommen zu unserem ZDFheute live! Wir berichten über die Messerattacke in der Würzburger Innenstadt. Dort sind nach Angaben der Polizei mehrere Menschen verletzt und getötet worden. Der Täter sei gefasst, es bestehe keine Gefahr mehr. Gerne können Sie hier Ihre Fragen stellen - wir bitten Sie aber, von Spekulationen abzusehen! Wir freuen uns auf eine sachliche und konstruktive Debatte."
448,"Update: Bei dem Täter handelt es sich laut Polizei um einen 24-Jährigen Somalier, der in Würzburg wohnt. Er wurde bei der Festnahme durch eine Polizeikugel getroffen, befindet sich aber außer Lebensgefahr. Mehr aktuelle Informationen zu der Messerattacke in Würzburg finden Sie hier: https:// www.zdf.de/ nachrichten/ panorama/ verletzte-wuerzb urg-polizeieins atz-100.html"
449,Man stelle sich mal die Stundenlangen Sondersendungen im ZDF wenn der Täter zum Beispiel ein Querdenker wäre! 🙀🙀🙀
450,"ohne worte,.......de n verletzten alles erdenklich gute,den angehörigen mein auftichtiges beileid,,alles so traurig"
451,"Sehr traurig, es war wieder ein ""Mann"""
452,Warum wird dem ins Bein geschossen hat 3 Menschen getötet mehrere verletzt und hat eine Waffe in der Hand?
453,"Der ""Mann"" - das ist Berichterstattu ng, alles schönreden."
454,Dieses Land bietet schon längst keine Sicherheit mehr. Es ist ein schwaches Land geworden.
455,Hasskommentare sind Ausdruck dieser Tat und somit völlig legal und verständlich. Teddywerfer hatten wir genug.
456,Hoffentlich werden die Polizisten für die Schüße hart bestraft! Man hätte ihn noch ohne Dienstwaffe überwältigen können. Schließlich wollte er nur auf seine Situation aufmerksam machen!
457,Die Nationalität des Täters natürlich unbekannt...und völlig interessant
458,"Regenbogen Land, meine ich nichts da gegen aber hier gibt's ernste Probleme ! Wieso kann das in Ungarn nicht vorkommen? Frage für eine Freund...."
459,„Beziehungstate n“ ist ein Unwort. Kriminelle Straftaten sind IMMER Straftaten egal an wem
460,"ZDF heute sie sollten den Bereich besser schließen! Die Mehrheit der sich im Netz tummelnden Menschen, kann offensichtlich mit Meinungsfreihei t ohne Beleidigung nicht umgehen!"
461,Ich bin von diesen Hasskommentare mehr als entsetzt.
462,"Schlimm, dass hier für die Opfer keine Worte gefunden werden und viele nur den Täter nutzen, um ihr rassistisches Weltbild zu teilen."
463,"Den politisch Verantwortliche n fällt auch nichts besseres ein als eine psyschiche Erkrankung des Täters! Na ja, dann wenden wir uns mal mit Grausen ab.😔"
464,Immer unklare Hintergründe! Der Rest nur Bla Bla und der Mann! Der Mann aus Somalia ist illegal eingereißt! Nur nichts zugeben!
465,Aber das ist völliges Versagen seitens der Behörden der war angeblich gestört darf sich aber weiter hin frei bewegen hier unfassbar.Die Verantwortliche n sollten zur Rechenschaft gezogen werden sofort.
466,"Nichts braucht der deutsche Fernsehkonsumen t so nötig wie eine ""Einordnung"" durch das ZDF. Das eigene Beobachten und Nachdenken hat man ihm schließlich gründlich abgewöhnt. 🤬"
467,"Hier wird unsere Gastfreundschaf t schon wieder brutal mißbraucht. Den Täter sollte man an die Behörden seines Landes ausliefern, damit er nicht bei uns, wegen psychischer Probleme, die beste staatliche Versorgung geniesen kann."
468,"Bald diskutiert das ZDF mit sich allein und muss auch noch aufpassen, dass es sich nicht selbst mit seiner „Netiquette“ sperrt 😂"
469,"Mein Mitgefühl gehört den Angehörigen der Opfer, den Verletzten, Ersthelfern und Augenzeugen. Ihnen allen wünsche ich viel Kraft und liebe Menschen, um diese schreckliche Tat irgendwie zu verarbeiten."
470,Meine Gedanken an die Opfer und ihre Angehörigen. Alle Gute und schnelle Heilung den verletzten. Sehr traurig und sinnlos.
471,"Wenn es im Lande noch brauner wird, dann bekommen wir bald Geschenke vom Russen und Amy in Form von MOAB und TSAR 👌 Überlegt euch gut unser Land ein 2tes Mal in braun zu Hüllen, denn ein nächstes Mal gibt's dann nicht mehr"
472,"Liebe Community, solange keine weiteren Informationen bekannt sind, bitten wir Sie von Spekulationen abzusehen. Bitte bleiben Sie sachlich und konstruktiv und halten Sie sich an unsere Netiquette: https:// kurz.zdf.de/zLQ/"
473,"Hugo Johannes Hiermit verwarnen wir Sie für einen Ihrer Kommentare. Derartige Beiträge haben auf unserer Seite nichts zu suchen. Sollten wir noch einmal so etwas von Ihnen lesen, werden Sie für unsere Seite gesperrt. Halten Sie sich bitte an unsere Netiquette: https:// kurz.zdf.de/ MQ6M/"
474,Ein Mann hat in Würzburg scheinbar wahllos Passant*innen attackiert und mehrere Menschen getötet. Nach Polizeiangaben vom Freitag wurden zudem weitere Menschen verletzt. Mit genauen Informationen hielten sich die Ermittelnden zunächst zurück. Die Hintergründe der Attacke mitten in der Innenstadt waren zunächst unklar. Ein Großteil des Gebietes wurde am Nachmittag abgeriegelt. Mehr Infos dazu finden Sie hier: https:// www.zdf.de/ nachrichten/ panorama/ verletzte-wuerzb urg-polizeieins atz-100.html
475,Die Videos lassen terror doch zumindest einmal vermuten. Traurig.
476,"Allen Betroffenen mein Mitgefühl und Kraft. Der Polizei ein grosser Dank, dass Sie den Täter schnell gefasst hat. Respekt, den Menschen, die versucht haben, den Täter aufzuhalten."
477,"Was für ein Vorfall? Ein farbiger Mann mit einer langen Messer fuchtelte hin und her, viele Passanten versuchten ihn aufzuhalten! Er war mit absichtlich draußen und stach Menschen zu, das ist ein Anschlag und kein Vorfall! Berichten Sie bitte was auf den Videos zu sehen war und schreiben Sie hier nicht dass wir nicht spekulieren sollen. Es gab ausreichende Zeugen und bei denen werden sie gelöscht! Sie waren nicht vor Ort!  Für die Angehörigen meinen aufrichtigen Beileid! Und den Verletzen auf den guten Besserung!"
478,"Unser Land hat sich verändert, forsiert von denen , die sich darauf gefreut haben. Ausbaden und dafür bezahlen müssen andere. Und genau deshalb wird es so weiter gehen. Nicht mal mehr einen Aufschrei gibt es. Bestenfalls ein Schulterzucken: ""Ist es normal, ist es zu spät"""
479,"Offenbar haben Passanten versucht, den Täter zu stoppen. So meldet es Tagesschau24. Der Täter ist festgenommen. Mein Mitgefühl den Verletzten, den Einsatzkräften und den Angehörigen der Opfer. #ichbinhier"
480,"""Vorfall"", wenn Menschen getötet werden? Wer hat dieses Wort für diese Tat gewählt?"
481,"Na, ZDF, wieder nur ein ""Vorfall"" von regionalem Interesse und deshalb keiner Erwähnung in den Hauptnachrichte n würdig?"
482,"Ein Stromausfall über mehrere Stunden ist ein ""Vorfall""! Was in Würzburg passiert ist, ist unfassbar grausam und sind die Folgen einer fatalen Politik!"
483,Sicher fühle ich mich heute in Deutschland nicht mehr. Vor 15 bis 20 Jahren war das noch ganz anders.
484,"Echt beeindruckend: die Meldung der Polizei ist seit einer halben Stunde raus, die Verletzten noch nicht mal versorgt, da präsentiert CSI AfD schon die Ermittlungserge bnisse. Unerträglich, dass so viele nicht mal abwarten können, bis die Polizei ihre Arbeit gemacht hat, bis sie losgeifern."
485,„Ein Land in dem wir gut und gerne leben“ Zitat: Ende
486,"ZDF, die Wahrheit tut weh, oder?"
487,"Anschlag ist wohl das passende Wort, Terror als Zusatz. Weise sein Kreuz machen ist Bürgerpflicht! Mal sehen wie weiter berichtet wird was die Hintergründe dazu waren."
488,Die Wahrheit wird nicht ausgesprochen wie immer
489,Am besten mal wieder um den heißen Brei herumreden und mit buntem Gesülze relativieren. Gott sind wir Deutschen doch Verständnisvoll . Am besten noch eine Lichterkette für den verletzten Mörder mit unbekannter Nationalität. Den Angehörigen mein tiefes Mitgefühl.
490,"Wieder viele Leute hier unterwegs, die nur eine nachrichtlich formulierte Überschrift lesen müssen und schon wissen, was Sache ist."
491,"Unfassbar schlimm für die Opfer und ihre Familien und Freunde. Hoffentlich bekommen sie alle Hilfe, die sie brauchen. Respekt vor den unglaublich mutigen, aber nicht leichtsinnigen und besonnenen Passanten - sie haben vielleicht Leben gerettet. #ichbbinhier"
492,"Den Angehörigen viel Kraft in dieser schweren Zeit. Den Verletzten wünsche ich schnelle und folgenfreie Heilung.  An die vielen Zeugen, die sich zu 100% sicher sind, dass es ein Geflüchteter war: meldet euch bei der Polizei. Ihr scheint ja alles zu wissen, da können Informationen dabei sein, die hilfreich sein können. Ansonsten kann ich nur den Tipp geben: die Ermittlungen werden von der Polizei durchgeführt und da der Täter gefasst ist wird er auch seine Strafe dafür erhalten."
493,"Mal sehen ob es jetzt auch mal was von unseren Regierenden zu hören gibt. In Hanau - als der Nazi zugeschlagen hat, gab es ja mehr oder weniger Staatstrauer... .ich wette es kommt NICHTS, NOTHING, NADA, NIENTE...."
494,Kein normaler Mensch nimmt ein Messer mit..der führt nichts gutes im Schilde.
495,Aha Jetzt heißt es Vorfall !!! Die Einzelfälle sind wohl zu viel geworden??
496,"Mein Beileid gilt den Angehörigen der Toten und mein Wunsch auf möglichst schnelle und vollständige Genesung den Verletzten. Das sollte jetzt eigentlich auch passender sein als Vorurteilungen, Beleidigungen und Haßreden."
497,Können wir bitte wieder in den lockdown gehen? Habe solche Schlagzeilen nicht vermisst.
498,Vorfall ? Und scheinbar Unglaublich so eine GEZ Berichterstattu ng
499,Welche „Mutmaßungen“? Die Auslandspresse hat schon längst ein Video gepostet…siehe Daily Mail
500,Da ist bis jetzt nur eine Überschrift in der Welt und die hassserfüllten Kommentatoren kriechen aus ihren Löcher.
501,"Eine schreckliche Tat - ganz gleich welche Nationalität der Täter hat - meine Gedanken sind bei all den Menschen, denen so schlimmes Leid widerfahren ist 🖤"
502,Millionen Deutsche warten noch auf ihre Corona-Impfung. Doch die Zahl der wöchentlichen Erstimpfungen geht seit Anfang Mai zurück. Woran liegt das und wie sind die Aussichten? Hier ein Überblick: https://kurz.zdf.de/DxxV/
503,"In Deutschland haben nach heutigem Stand 52,9 Prozent der Bevölkerung mindestens eine Impfdosis gegen das Corona-Virus erhalten, 34,1 Prozent sind vollständig geimpft. Wie viele in den einzelnen Bundesländern geimpft wurden, sehen Sie hier: https://kurz.zdf.de/FEOq/"
