,comment_text,Sub1_Toxic
343,"Die größte Partei wird von den Nichtwähler/ innen gestellt. Diese Partei hat es auf 39.7% gebracht.  Darüber sollten sich alle Vertreter der angetretenden Parteien wirklich mal ernste Gedanken machen: ""Wieso haben fast 40% aller Wahlberechtigte n überhaupt kein Vertrauen mehr zu uns?""",0
344,"Bevor der Mindestlohn angehoben wird, den viele Betriebe unter anderem Gastronomie nicht mehr stemmen können Sollte die Ungerechtigkeit die Einstufung der Lohnsteuergrupp e behoben werden und die Kalte Progression die in der Besteuerung nicht zeitgerecht angepasst wird.",0
345,"Gut so was Orban da als Gesetz erlassen hat, nur dumm das die deutsche Regierung keinen Arsch in der Hose hat eine solche Entscheidung zu fällen.",1
346,"Fairerweise muss man aber sagen, dass die absoluten Fallzahlen im Vergleich zur Woche deutlich gesunken sind. Sprich: 100 Delta-Infiziert e diese Woche würden einen deutlich höheren Anteil ausmachen als 100 Delta-Infiziert e letzte Woche.",0
347,"Wir sind vor 2 1/2 Jahre in unser neugebautes Eigenheim in einem Dorf in den Speckgürtel Berlins (13 km zur Stadtgrenze) gezogen. Wir habe lange gesucht nach was Passenden in Berlin egal ob Bestand oder neu. Dieses war finanziell nicht möglich. Wir hatten das Glück eine Lückenbebauung machen zu dürfen und nicht in ein B-Plangebiet zu bauen. Wir genießen es sehr und wollen nicht mehr zurück nach Berlin. Es ist Lebensqualität, Entschleunigung und Freiraum. Natürlich haben wir so ökologisch wie möglich gebaut (nicht unterkellert, energieeffizien t mit PV-Anlage ohne Gas/Öl usw.). Wenn mir jetzt eine Partei sagt, ich hätte quasi ein Verbrechen an die Umwelt/Natur/ Öko-Bilanz begangen, hat mich als Wähler klar verloren.",0
348,"Selbst wenn WWF recht haben sollte (heutzutage muss man Vieles anzweifeln), kann doch Deutschland allein das Mittelmeer nicht retten. Genauso wenig wie die Welt",0
349,"... so lange die *innenkentert, kann sie ihr Gepiepse im Frauenkloster verkünden ... 🐒",1
350,"Zeitverschwendung, das gleiche hätte vor fünf Jahren, vor fünf Jahren, vor fünf Jahren schon diskutiert werden können, oder wurde sogar. Das Ergebnis allezeit gleich: Der Kuchen muss größer, dann ... erst für sich, dann ... dann ... und ganz unten, bei der Drecksarbeit, kommt wieder nix an!!! Aber Fortbildungen vorschlagen, die nach kräftezerrenden Zeiten nicht absolviert werden können, und sollte es doch mal einer schaffen, dann gilt er als überqualifiziert und kann seine Bewerbungen gleich in die Tonne hauen. Sie wollen die Sklaven, so sieht's aus!",1
351,"Jeder sollte selbst für sich entscheiden dürfen, ob er sich mit einer Maske schützen möchte!",0
352,Die Schwaben machen schon immer die Spätzle gerne selbst.,1
353,Es ist faszinierend!,0
354,"Ich hatte heute einen Termin zur Impfung, bei der Anmeldung fiel den Zuständigen Mitarbeitern auf das in meiner ärztlichen Bescheinigung ein falscher Paragraph eingetragen war ! Anstatt einfach zu impfen, die Dosis war ja logischerweise im Impfzentrum für mich bereitgestellt wurde ich zurückgeschickt ! Soviel zum Thema Paragraphenrepu blik Deutschland!",1
355,Was denken Deutsche und Ungarn über das UEFA-Urteil? ZDFheute live hat gestern mit Befürwortern und Gegnern der Entscheidung diskutiert: https:// kurz.zdf.de/ lX27/,0
356,"so geht er den quirulanten Patienten aus dem Weg, die nix anderes zu tun haben, als Ärzte und Pflegepersonal zu verklagen..kein e Nachtdienst, keine Wochrnenddienst e, keine Bereitschaftsdi enst...dazu zu schlecht bezahlt nach 7 bis 8 Jahren Studium..selbst Pflegepersonal steigt aus, aus den selben Gründen.....",1
357,"@hart aber fair... typisch, nun stürzt sich jede Redaktion wie die Geier auf das Theme Kanzlerkandidat dieser vom Bundesbürger nicht gewollten Union! Gibt es nicht wichtigere politische Inhalte wie zum Beispiel die ganzen Verfehlungen und Versäumnisse, welche durch diese Corona Pandemie mehr als deutlich wurden! Digitalisierung seit Jahren ein Wahlkampfthema - total versagen bislang / Ausstattung der Behörden als auch deren Personaldecke - mangelhaft bis ungenügend, man verheizt hier gutes Personal, weil man den Arbeitsaufwand nicht mehr bewältigt bekommt und letztendlich viele einen Burnout erleiden! Wo sind diese Themen ""Hart aber Fair"" Redaktion????",1
358,"Dafür sind die Zahlen niedrig! Ob Variante A, B, C oder D! Es ist echt ein Wahnsinn was hier für Panik gemacht wird!!! Dieses Virus wird immer mutieren! Dafür ist es ein Virus!!!",1
359,"Ein Ende der Pandemie wird es nicht geben und die vierte Welle kommt! Kommt nicht von mir, sondern von Lauterbach und Co.Habe jetzt gerade Maischberger geschaut und da wurde auch klar gestellt,oder diagnostieziert , dass sich nichts ändern wird und das all die,die sich nicht impfen lassen zu 100% erkranken werden und die Geimpften gefährden. Auch in den Schulen wird sich nach den Ferien nichts ändern,denn wenn wir die Klassen mit 30 Kindern wieder besetzen, reicht schon ein Kind,um fast alle zu infinzieren.Übr igens gibt es jetzt schon die Mutante Delta Plus!! Kommt alles nicht von mir!!! Ihr werdet sehen, ab September geht die ganze Scheisse von vorne wieder los und das geht so weiter und weiter.",1
360,"Immer die gleichen in Dauerschleife, ein Schelm wer böses dabei denkt 🙊🙈🙉",1
361,Wir werden einen entspannten Sommer haben und im Dezember wieder einen Glühwein beim Weihnachtsmarkt schlürfen können. Wir haben es sehr bald geschafft,0
362,War dise Frau wo hat die Biographie Buch geschrieben von AKK!? ,1
363,"Vili war Zeuge des Anschlags in Hanau. Er wollte den Täter melden und wurde selbst zum Opfer, denn der Notruf war unterbesetzt. Ein Untersuchungsau sschuss soll jetzt die offenen Fragen klären: https:// kurz.zdf.de/FNf/",0
364,"Herr Lindner, Ihre Rede war sehr gut, sie ging auf viele Punkte ein, die der deutschen Bevölkerung unter den Nägeln brennt und die dringend gelöst werden müssen.",0
365,"Olaf Scholz....was für ein aalglatter Typ, sollte der Bundeskanzler werden, mein Gott das wäre genauso schlimm wie Annalena Kobold.",1
366,Frau Merkel hat unser Land in den Ruin getrieben und  die kleinen Bürger dürfen jetzt dafür zahlen und die Politiker haben ihre Taschen voll .Super gemacht Frau Merkel  Note 6 ,1
367,Die Aussagen des Herrn Lauterbach sind meistens eingetreten. Warum wird so oft negativ kommentiert? In welcher Gesellschaft leben wir eigentlich? Man muss doch nicht immer nur negativ denken.,0
368,bei Amazon hatte ich noch nie gekauft und werde ich auch nie kaufen,0
369,Die Kirche soll sich aus politischen Themen raushalten. Aber 33 hat die Kirche ja auch den kleinen schnauzbärtigen Tünnes ihre Hochachtung ausgesprochen. Sollte sich mal die Kirchentante vor Augen halten.,1
370,"Liebe Nutzer*innen, wie haben Sie die Diskussion erlebt? Wir freuen uns auf Ihre Kommentare und Anregungen.",0
371,"Schon mal darüber nachgedacht, dass wir bereits im Wahlkampf stecken bzw uns darauf zu bewegen? Deshalb wird es mit ziemlicher Sicherheit keine Entscheidungen unserer Regierung geben, die Wählerstimmen kosten würden.",0
372,"Nach der Messerattacke in Würzburg, bei der drei Menschen starben und mehrere verletzt wurden, informiert um 15 Uhr die Polizei Würzburg über den Ermittlungsstand: https://kurz.zdf.de/GA6J/",0
373,"Es wird nicht erwähnt, dass es viele Kinder gibt, die von kleinen Gruppen im Wechselunterric ht profitieren und denen individuelle Betreuung gut tut. Nur die Probleme werden gesehen!",0
374,Die arme junge Frau wurde so instrumentalisiert. Hoffentlich bekommt sie wenigstens dafür eine gute Entlohnung.,1
375,Karl der Coronakäfer.... ..den Maikäfer sieht man seltener. 😜,1
376,Warum wird immer von den Löhnen gesprochen? Warum spricht niemand mal über die horrenden Lohnnebenkosten ?,0
377,"Warum spricht sie dazu? Weshalb wird sie so von Medien derartig protegiert? Was soll der ganze Quatsch mit #langstreckenluisa. Das ist also der Auftrag vom Staatsfunk, #Soros Puppen pushen?",1
378,warum bekommt immer wieder die steuervermeider -parei (a)fdp sendezeit im ÖRR ? sogar wenn CL oder WK mal keine zeit haben. was zahlen die für so viel zuwendung und aufmerksamkeit ? haben die zu viel parteispenden bekommen ( immerhin auf platz 2 in der liga ) ? profi-politik kann ja wohl kaum der grund für die dauerwerbesendu ngen sein.,1
379,Die Grünen an der Macht und gute Nacht Deutschland!! Fahren dann alle Fahrrad 🤣🤣🤣!! Und der Strom kommt aus der Steckdose!!noch dazu für normale Arbeiter alles nicht mehr bezahlbar!!,1
380,"Zu unserer derzeitigen Bundesregierung habe ich keinerlei Vertrauen. Das finde ich ganz ganz traurig. Ich werde im September zur Bundestagswahl gehen, werde mein Kreuzchen aber irgendeiner kleinen Partei geben. Das Vertrauen in dieser Bundesregierung war aber schon vor der Corona Krise nicht mehr vorhanden. (2015)",1
381,Trotz Corona-Impfung fehlt manchen Menschen der Immunschutz. Welche Risikofaktoren gibt es? Was müssen Risikogruppen beachten? Die wichtigsten Fragen und Antworten: https://kurz.zdf.de/lmu/,0
382,"Ich sag’s mal derb, Herr Blomes Ansatz, die Gutis suhlen sich in ihrer Pseudo Humanität. Wieder diese Political correctness. Herr Blome wird sich winden wie ein Aal aber nicht die Sache im Kern benennen.",1
383,Statt Russland als Freund und Partner zu betrachten gehen unsere Altparteien auf Konfrontation…a lles Heuchler!,1
384,Der 8% ICH möchte geeerne Kanzler 🙈😂😂,1
385,"Deutschland steht vor einem nie gekannten demografischen Wandel, der große Herausforderung en für das Rentensystem mit sich bringt. Das müsste aber nicht so sein, wie der Blick nach Schweden zeigt: https:// kurz.zdf.de/ j7P1/",0
386,Er labert nur scheiße das kann man sich nicht mehr anhören meine Partei ist die afd die wirklich für Demokratie ist,1
387,https:// www.tagesschau.d e/ausland/ amerika/ astra-zeneca-stu die-zweifel-101 .html,0
388,geht die Panikmache schon wieder los Herr Str.???🙊🙉🙈,1
389,Was hat er da zu suchen?,0
390,"Schwarzarbeit,D icke und Luxus Autos,ansonsten lebt man im Armut,so einfach ist das in Deutschland geworden 🤷🏻‍♂️🤷🏻‍♂️🤷🏻‍♂️",1
391,"Zweifellos ein Verstoß gegen EU Normen, aber die Einschränkung der Pressefreiheit, die EU Mittelverwendun g, die eingeschränkte Rechtsprechung, etc. wiegen schwerer, obwohl sie ' nur' die Mehrheiten betreffen, die Beleuchtung eines Stadiums ist irrelevant.",0
392,"Mir fällt auf, dass unter den Gästen niemand von den Grünen ist. Sie sollten doch mal erklären, warum es für sie außer Klimaschutz kein anderes Thema gibt. Im Koalitionsvertr ag von Baden-Württembe rg steht beispielsweise nichts über ältere oder alte Menschen. Die kommen bei den Grünen leider nicht vor.",0
393,Warum wird dem ins Bein geschossen hat 3 Menschen getötet mehrere verletzt und hat eine Waffe in der Hand?,0
394,"Einen Monat vor Beginn der Olympischen Spiele in Tokio ist die Stimmung in der japanischen Bevölkerung und bei Verantwortlichen verhalten. Die Angst vor Corona und vor Ansteckungen ist groß, die Delta-Variante des Virus ist auch in Japan angekommen. Mehr dazu hier: https://kurz.zdf.de/tQk/",0
395,Genauso sehe ich das auch.,0
396,"Mehr Informationen: https://www.ndr.de/fernsehen/sendungen/panorama3/Verfahren-gegen-KZ-Sekretaerin-Warum-noch-heute,nsverbrechen268.html",0
397,"Am meisten ärgert, dass sie die Mitmenschen anscheinend für dämlich hält und hofft, dass diese den ganzen Mist glauben, den sie von sich gibt.",1
398,"ab herbst dann agenda 2030 und hartz 5, wenn heil und grün zu viele stimmen bekommen. wie vergesslich sind die rotgrünen ? dazu noch die steuervermeider in von der (a)fdp und der vertreter der arbeitgeber. so geht die schere ganz schnell zu. gute besserung herr plasberg.",1
399,"Hier wird der Bock vorsätzlich zum Gärtner gemacht- man kann nur noch ausschalten und bedauern , dass man Gebühren für solche Dinge zahlen muss. Nein zum Antisemitismus! !! Es wird Zeit für eine Reform der Öffentlich Rechtlichen!!!",1
400,"Langsam reicht ja diese Hetze von Jung auf alt und umgekehrt!! Ich frag mal nur, wer hat die Priorisierung ""erfunden""?? Wahrscheinlich die ""alten"". Wahrscheinlich sind auch ""die Alten"" schuld an der Imofstoffknapph eit??? Das ist ja die grosse Lachnummer, die Sie hier verbreiten und Sie sollten aufhören den Impfneid anzufeuern!!! Eine Frechheit ist das!!!",1
401,"Da sassen sie mal wieder in gemütlicher Runde, die ewig Gestrigen. ;-)",1
402,"Es war und ist eine klare Absicht der Politik die starren Altersregelunge n zu lockern. Es soll die Möglichkeit geschaffen werden, früher mit Abschlägen in Rente zu gehen, und es soll möglich sei, in der Rente auch noch tätig zu sein und etwas dazu zu verdienen.",0
403,ZDF bitte löst die CORONA Redaktion auf. DIE SEUCHE IST ÜBERSTANDEN,1
404,"Diese Frage ist absolut berechtigt und hier sollte sehr schnell gehandelt werden. Jeder Tag der hinausgezögert wird, macht die Situation wesentlich schlimmer",0
405,"Ich weiß nicht, warum immer Israel als Vorbild über die Impfsituation herangezogen wird. Die Gesamteinwohnerzahl des Landes ist ein Bruchteil von der Deutschlands und deshalb nicht vergleichbar.  ",0
406,Diese Prof. Buyx ist doch nicht mehr ganz dicht!,1
407,"Ich persönlich bin ja für ein ""Unbundling der Pharmaindustrie "". Wie eben auch im Energiesektor. Die Forschung, Produktion und der Vertrieb sollten in eigenständige, unabhängige Unternehmen aufgeteilt werden. Forschung und Produktion hat ein öffentliches Interesse und untersteht dann den Regulierungsbeh örden. Im Netzbetrieb (Unterhaltung der Netze) wird es schon lange praktiziert. Und Forschungsauftr äge mit öffentlichen Geldern können dann auch Ihre Patente der Allgemeinheit zur Verfügung gestellt werden.",0
408,Was haben sie in ihrem Ethik Studium nicht verstanden?,0
409,"Video Israel Disco, kein Archiv, ohne Maske...... Reporterin sagt Maskenzwang in Innenräumen . Man muß nur noch lachen 😅",1
410,"Die damalige deutsche Regierung war davon überzeugt (so wie auch etliche heutige russische Historiker), dass Stalin Europa erobern und kommunistisch machen wollte. Aus deren Sicht war es also ein Präventivkrieg.",0
411,Wo ist der Rechtsstaat?,0
412,"Experten vermuten, dass die in Indien entstandene Delta-Variante des Coronavirus sich bald weltweit durchsetzen wird. Wie gefährlich ist sie und wirken die Impfstoffe gegen sie? Wir klären die wichtigsten Fragen hier: https:// kurz.zdf.de/MC0/",0
413,"Angreifer haben im westafrikanisch en Mali eine Patrouille deutscher Soldaten der UN-Truppe Minusma attackiert. Der Angriff erfolgte nach Informationen der Deutschen Presse-Agentur am Freitag etwa 155 Kilometer nördlich von Gao, wo Bundeswehrsolda ten im Camp Castor stationiert sind. Nach lokalen Berichten wurde eine Autobombe gezündet.",0
414,Jeder Arbeitnehmer wird zu Recht bestraft wenn er sich bereichert auf Firmenkosten. Aber unsere Abgeordneten? In anderen Ländern muss man jeden Euro oder was es da gibt angeben nur hier nicht. So wird doch die Unehrlichkeit gefördert. Wie werden nun die Herren bestraft nur mit Mandatentzug? Was wird mit ihren Ansprüchen wenn sie Rentner werden? Wie lang dürfen sie ihre Bezüge noch erhalten? Wenn es gerecht sein soll dann das Geld zurück und in Unehren entlassen ohne Ansprüche auf irgendwelche Gelder.,0
415,"ist doch eine kuriose situation : der typ , der monatelang behauptete ,dass "" sein platz in bayern ist "" , den konkurrenten aus n r w BLOCKIERT , nach berlin zu gehen ...... dieser herr söder will MIT WORT-BRUCH KANZLER WERDEN ..... was für ein bayerischer charakter ............",1
416,"Mit Laschet ist es doch in der CDU beschlossene Sache, das Kanzleramt über die Auswahl des Kandidaten bereits aufzugeben.",0
417,Jetzt erheitert uns auch noch Herr Lauterbach 👍😂😂😂,1
418,Und was ist mit,0
419,9mm Geschosse dürften für einen stabilen Hubschrauber doch wohl kein Problem darstellen.,0
420,Nicht für uns Niedersachsen bis Anfang Juni keine erst Impfung mehr weil kein Impfstoff da ist und unser Super Ministerpräside nt Weil stellt sich mit einem aroganten lachen hin und sagt wir sind auf einem guten Weg ach ich vergaß zu erwähnen das er und seine Genossen ja geimpft sind Herr Weil ist soweit vom Bürger weg wie ich vom Mars sowas verlogenes wie seine Aussagen habe ich lange nicht gehört,1
